ili_id	status	superseded_by	origin	used_by	definition
i41433	1		pwn-3.0:01150662-n	pwn-3.0:01150662-n;wnja-1.9.0:01150662-n	the act of depriving of food or subjecting to famine
i41434	1		pwn-3.0:01150938-n	pwn-3.0:01150938-n;omw-arb-1.4:01150938-n;wnja-1.9.0:01150938-n;wnb_id-2.0:01150938-n;wnb_zsm-2.0:01150938-n	the act of appeasing (as by acceding to the demands of)
i41435	1		pwn-3.0:01151097-n	pwn-3.0:01151097-n;omw-arb-1.4:01151097-n;wnja-1.9.0:01151097-n	the act of appeasing someone or causing someone to be more favorably inclined
i41436	1		pwn-3.0:01151407-n	pwn-3.0:01151407-n;omw-arb-1.4:01151407-n;wnja-1.9.0:01151407-n;wnb_zsm-2.0:01151407-n	the act of placating and overcoming distrust and animosity
i41437	1		pwn-3.0:01151605-n	pwn-3.0:01151605-n;wnja-1.9.0:01151605-n	the act of bringing something under international control
i41438	1		pwn-3.0:01151788-n	pwn-3.0:01151788-n;omw-arb-1.4:01151788-n;wnja-1.9.0:01151788-n;wnb_id-2.0:01151788-n;wnb_zsm-2.0:01151788-n	changing something from private to state ownership or control
i41439	1		pwn-3.0:01152033-n	pwn-3.0:01152033-n;omw-arb-1.4:01152033-n;wnja-1.9.0:01152033-n;wnb_id-2.0:01152033-n	changing something from state to private ownership or control
i41440	1		pwn-3.0:01152300-n	pwn-3.0:01152300-n;wnja-1.9.0:01152300-n	the action of rendering national in character
i41441	1		pwn-3.0:01152461-n	pwn-3.0:01152461-n;wnja-1.9.0:01152461-n;wnb_id-2.0:01152461-n;wnb_zsm-2.0:01152461-n	the action of forming or becoming a nation
i41442	1		pwn-3.0:01152583-n	pwn-3.0:01152583-n;wnja-1.9.0:01152583-n	the act of causing tribal people to abandon their customs and adopt urban ways of living
i41443	1		pwn-3.0:01152787-n	pwn-3.0:01152787-n;wnja-1.9.0:01152787-n	the organization of a nation or economy on the basis of collectivism
i41444	1		pwn-3.0:01152973-n	pwn-3.0:01152973-n;wnja-1.9.0:01152973-n	the organization of a nation of the basis of communism
i41445	1		pwn-3.0:01153139-n	pwn-3.0:01153139-n;wnja-1.9.0:01153139-n	a change from private property to public property owned by the community
i41446	1		pwn-3.0:01153305-n	pwn-3.0:01153305-n;wnja-1.9.0:01153305-n	the act of constituting a political unity out of a number of separate states or colonies or provinces so that each member retains the management of its internal affairs
i41447	1		pwn-3.0:01153548-n	pwn-3.0:01153548-n;omw-arb-1.4:01153548-n;omw-bg-1.4:01153548-n;wnja-1.9.0:01153548-n;wnb_id-2.0:01153548-n;wnb_zsm-2.0:01153548-n	unfair treatment of a person or group on the basis of prejudice
i41448	1		pwn-3.0:01153861-n	pwn-3.0:01153861-n;omw-arb-1.4:01153861-n;wnja-1.9.0:01153861-n	(politics) granting favors or giving contracts or making appointments to office in return for political support
i41449	1		pwn-3.0:01154083-n	pwn-3.0:01154083-n;wnja-1.9.0:01154083-n	the system of patronage in communist countries; controlled by committees in the Communist Party
i41450	1		pwn-3.0:01154237-n	pwn-3.0:01154237-n;wnja-1.9.0:01154237-n	discrimination in favor of the able-bodied
i41451	1		pwn-3.0:01154373-n	pwn-3.0:01154373-n;wnja-1.9.0:01154373-n	discrimination against middle-aged and elderly people
i41452	1		pwn-3.0:01154487-n	pwn-3.0:01154487-n;wnja-1.9.0:01154487-n	favoritism shown to friends and associates (as by appointing them to positions without regard for their qualifications)
i41453	1		pwn-3.0:01154661-n	pwn-3.0:01154661-n;wnja-1.9.0:01154661-n	discrimination against people who are overweight
i41454	1		pwn-3.0:01154772-n	pwn-3.0:01154772-n;wnja-1.9.0:01154772-n	discrimination in favor of heterosexual and against homosexual people
i41455	1		pwn-3.0:01154900-n	pwn-3.0:01154900-n;wnja-1.9.0:01154900-n;wnb_id-2.0:01154900-n;wnb_zsm-2.0:01154900-n	favoritism shown to relatives or close friends by those in power (as by giving them jobs)
i41456	1		pwn-3.0:01155044-n	pwn-3.0:01155044-n;wnja-1.9.0:01155044-n;wnb_id-2.0:01155044-n;wnb_zsm-2.0:01155044-n	discriminatory or abusive behavior towards members of another race
i41457	1		pwn-3.0:01155253-n	pwn-3.0:01155253-n;wnja-1.9.0:01155253-n	a form of racism consisting of the (alleged) policy of policemen who stop and search vehicles driven by persons belonging to particular racial groups
i41458	1		pwn-3.0:01155465-n	pwn-3.0:01155465-n;wnja-1.9.0:01155465-n	the activity of changing something (art or education or society or morality etc.) so it is no longer under the control or influence of religion
