ili_id	status	superseded_by	origin	used_by	definition
i1	1		pwn-3.0:00001740-a	pwn-3.0:00001740-a;omw-arb-1.4:00001740-a;wnja-1.9.0:00001740-a;wnb_id-2.0:00001740-a;wnb_zsm-2.0:00001740-a	(usually followed by `to') having the necessary means or skill or know-how or authority to do something
i2	1		pwn-3.0:00002098-a	pwn-3.0:00002098-a;wnja-1.9.0:00002098-a;wnb_id-2.0:00002098-a	(usually followed by `to') not having the necessary means or skill or know-how
i3	1		pwn-3.0:00002312-a	pwn-3.0:00002312-a;wnja-1.9.0:00002312-a;wnb_id-2.0:00002312-a;wnb_zsm-2.0:00002312-a	facing away from the axis of an organ or organism
i4	1		pwn-3.0:00002527-a	pwn-3.0:00002527-a;wnja-1.9.0:00002527-a	nearest to or facing toward the axis of an organ or organism
i5	1		pwn-3.0:00002730-a	pwn-3.0:00002730-a;wnja-1.9.0:00002730-a	facing or on the side toward the apex
i6	1		pwn-3.0:00002843-a	pwn-3.0:00002843-a;wnja-1.9.0:00002843-a	facing or on the side toward the base
i7	1		pwn-3.0:00002956-a	pwn-3.0:00002956-a;wnja-1.9.0:00002956-a	especially of muscles; drawing away from the midline of the body or from an adjacent part
i8	1		pwn-3.0:00003131-a	pwn-3.0:00003131-a;wnja-1.9.0:00003131-a	especially of muscles; bringing together or drawing toward the midline of the body or toward an adjacent part
i9	1		pwn-3.0:00003356-a	pwn-3.0:00003356-a;wnja-1.9.0:00003356-a	being born or beginning
i10	1		pwn-3.0:00003553-s	pwn-3.0:00003553-s;wnja-1.9.0:00003553-a	coming into existence
i11	1		pwn-3.0:00003700-s	pwn-3.0:00003700-s;wnja-1.9.0:00003700-a	bursting open with force, as do some ripe seed vessels
i12	1		pwn-3.0:00003829-s	pwn-3.0:00003829-s;wnja-1.9.0:00003829-a;wnb_id-2.0:00003829-a;wnb_zsm-2.0:00003829-a	giving birth
i13	1		pwn-3.0:00003939-a	pwn-3.0:00003939-a;wnja-1.9.0:00003939-a;wnb_id-2.0:00003939-a	in or associated with the process of passing from life or ceasing to be
i14	1		pwn-3.0:00004171-s	pwn-3.0:00004171-s;wnja-1.9.0:00004171-a;wnb_zsm-2.0:00004171-a	being on the point of death; breathing your last
i15	1		pwn-3.0:00004296-s	pwn-3.0:00004296-s;wnja-1.9.0:00004296-a	occurring at the time of death
i16	1		pwn-3.0:00004413-a	pwn-3.0:00004413-a;omw-arb-1.4:00004413-a;wnja-1.9.0:00004413-a	(used of texts) shortened by condensing or rewriting
i17	1		pwn-3.0:00004615-s	pwn-3.0:00004615-s;wnja-1.9.0:00004615-a	with parts removed
i18	1		pwn-3.0:00004723-s	pwn-3.0:00004723-s;wnja-1.9.0:00004723-a	abridged to half its original length
i19	1		pwn-3.0:00004817-s	pwn-3.0:00004817-s;wnja-1.9.0:00004817-a	(British informal) summarized or abridged
i20	1		pwn-3.0:00004980-a	pwn-3.0:00004980-a;wnja-1.9.0:00004980-a	(used of texts) not shortened
i21	1		pwn-3.0:00005107-s	pwn-3.0:00005107-s;wnja-1.9.0:00005107-a;wnb_id-2.0:00005107-a;wnb_zsm-2.0:00005107-a	complete
i22	1		pwn-3.0:00005205-a	pwn-3.0:00005205-a;omw-bg-1.4:00005205-a;wnja-1.9.0:00005205-a;wnb_id-2.0:00005205-a;wnb_zsm-2.0:00005205-a	perfect or complete or pure
i23	1		pwn-3.0:00005473-s	pwn-3.0:00005473-s;wnja-1.9.0:00005473-a;wnb_id-2.0:00005473-a;wnb_zsm-2.0:00005473-a	lacking compromising or mitigating elements; exact
i24	1		pwn-3.0:00005599-s	pwn-3.0:00005599-s;wnja-1.9.0:00005599-a;wnb_id-2.0:00005599-a;wnb_zsm-2.0:00005599-a	being without doubt or reserve
i25	1		pwn-3.0:00005718-s	pwn-3.0:00005718-s;wnja-1.9.0:00005718-a;wnb_id-2.0:00005718-a	total and all-embracing
i26	1		pwn-3.0:00005839-s	pwn-3.0:00005839-s;wnja-1.9.0:00005839-a	(informal) absolute
i27	1		pwn-3.0:00006032-a	pwn-3.0:00006032-a;omw-bg-1.4:00006032-a;wnja-1.9.0:00006032-a;wnb_id-2.0:00006032-a;wnb_zsm-2.0:00006032-a	estimated by comparison; not absolute or complete
i28	1		pwn-3.0:00006245-s	pwn-3.0:00006245-s;wnja-1.9.0:00006245-a	having a relation or being related
i29	1		pwn-3.0:00006336-a	pwn-3.0:00006336-a;omw-arb-1.4:00006336-a;wnja-1.9.0:00006336-a;wnb_id-2.0:00006336-a;wnb_zsm-2.0:00006336-a	having power or capacity or tendency to absorb or soak up something (liquids or energy etc.)
i30	1		pwn-3.0:00006777-s	pwn-3.0:00006777-s;wnja-1.9.0:00006777-a;wnb_id-2.0:00006777-a;wnb_zsm-2.0:00006777-a	inducing or promoting absorption
i31	1		pwn-3.0:00006885-s	pwn-3.0:00006885-s;wnja-1.9.0:00006885-a	capable of taking (gas, light, or liquids) into a solution; "an assimilative substance
i32	1		pwn-3.0:00007096-s	pwn-3.0:00007096-s;wnja-1.9.0:00007096-a	absorbing moisture (as from the air)
i33	1		pwn-3.0:00007208-s	pwn-3.0:00007208-s;wnja-1.9.0:00007208-a	able to absorb liquid (not repellent)
i34	1		pwn-3.0:00007331-s	pwn-3.0:00007331-s;wnja-1.9.0:00007331-a	having the capacity to absorb the energy of an impact
i35	1		pwn-3.0:00007516-s	pwn-3.0:00007516-s;wnja-1.9.0:00007516-a;wnb_id-2.0:00007516-a;wnb_zsm-2.0:00007516-a	like a sponge in being able to absorb liquids and yield it back when compressed
i36	1		pwn-3.0:00007697-s	pwn-3.0:00007697-s;wnja-1.9.0:00007697-a	able to take in large quantities of moisture
i37	1		pwn-3.0:00007813-a	pwn-3.0:00007813-a;wnja-1.9.0:00007813-a	not capable of absorbing or soaking up (liquids)
i38	1		pwn-3.0:00007990-s	pwn-3.0:00007990-s;wnja-1.9.0:00007990-a	incapable of absorbing or mixing with
i39	1		pwn-3.0:00008206-a	pwn-3.0:00008206-a;wnja-1.9.0:00008206-a	having capacity or tendency to adsorb or cause to accumulate on a surface
i40	1		pwn-3.0:00008443-s	pwn-3.0:00008443-s;wnja-1.9.0:00008443-a	having the capacity to adsorb by chemical as contrasted with physical forces
i41	1		pwn-3.0:00008595-a	pwn-3.0:00008595-a;wnja-1.9.0:00008595-a	lacking a capacity to adsorb or cause to accumulate on a surface
i42	1		pwn-3.0:00008734-a	pwn-3.0:00008734-a;wnja-1.9.0:00008734-a	capable of being absorbed or taken in through the pores of a surface
i43	1		pwn-3.0:00008877-a	pwn-3.0:00008877-a;wnja-1.9.0:00008877-a	capable of being adsorbed or accumulated on a surface of a solid
i44	1		pwn-3.0:00009046-a	pwn-3.0:00009046-a;wnja-1.9.0:00009046-a	sparing in consumption of especially food and drink; - John Galsworthy
i45	1		pwn-3.0:00009346-s	pwn-3.0:00009346-s;wnja-1.9.0:00009346-a;wnb_id-2.0:00009346-a	self-restraining; not indulging an appetite especially for food or drink
i46	1		pwn-3.0:00009618-s	pwn-3.0:00009618-s;wnja-1.9.0:00009618-a	practicing great self-denial; - William James
i47	1		pwn-3.0:00009978-a	pwn-3.0:00009978-a;wnja-1.9.0:00009978-a;wnb_id-2.0:00009978-a;wnb_zsm-2.0:00009978-a	given to excess in consumption of especially food or drink
i48	1		pwn-3.0:00010385-s	pwn-3.0:00010385-s;wnja-1.9.0:00010385-a	given to gross intemperance in eating or drinking
i49	1		pwn-3.0:00010537-s	pwn-3.0:00010537-s;wnja-1.9.0:00010537-a	suffering from excessive eating or drinking
i50	1		pwn-3.0:00010726-s	pwn-3.0:00010726-s;wnja-1.9.0:00010726-a;wnb_id-2.0:00010726-a;wnb_zsm-2.0:00010726-a	devouring or craving food in great quantities
i51	1		pwn-3.0:00011160-s	pwn-3.0:00011160-s;wnja-1.9.0:00011160-a;wnb_id-2.0:00011160-a;wnb_zsm-2.0:00011160-a	wanting to eat or drink more than one can reasonably consume
i52	1		pwn-3.0:00011327-s	pwn-3.0:00011327-s;wnja-1.9.0:00011327-a;wnb_id-2.0:00011327-a;wnb_zsm-2.0:00011327-a	resembling swine; coarsely gluttonous or greedy
i53	1		pwn-3.0:00011665-s	pwn-3.0:00011665-s;wnja-1.9.0:00011665-a	excessively gluttonous
i54	1		pwn-3.0:00011757-a	pwn-3.0:00011757-a;omw-arb-1.4:00011757-a;omw-bg-1.4:00011757-a;wnja-1.9.0:00011757-a;wnb_id-2.0:00011757-a;wnb_zsm-2.0:00011757-a	existing only in the mind; separated from embodiment
i55	1		pwn-3.0:00012071-s	pwn-3.0:00012071-s;wnja-1.9.0:00012071-a	being of the nature of a notion or concept
i56	1		pwn-3.0:00012362-s	pwn-3.0:00012362-s;wnja-1.9.0:00012362-a;wnb_id-2.0:00012362-a;wnb_zsm-2.0:00012362-a	being or characterized by concepts or their formation
i57	1		pwn-3.0:00012689-s	pwn-3.0:00012689-s;wnja-1.9.0:00012689-a	constituting or existing only in the form of an idea or mental image or conception
i58	1		pwn-3.0:00012932-s	pwn-3.0:00012932-s;wnja-1.9.0:00012932-a;wnb_id-2.0:00012932-a;wnb_zsm-2.0:00012932-a	concerned with or suggestive of ideas
i59	1		pwn-3.0:00013160-a	pwn-3.0:00013160-a;omw-bg-1.4:00013160-a;wnja-1.9.0:00013160-a;wnb_id-2.0:00013160-a;wnb_zsm-2.0:00013160-a	capable of being perceived by the senses; not abstract or imaginary
i60	1		pwn-3.0:00013442-s	pwn-3.0:00013442-s;wnja-1.9.0:00013442-a;wnb_id-2.0:00013442-a;wnb_zsm-2.0:00013442-a	belonging to immediate experience of actual things or events
i61	1		pwn-3.0:00013662-s	pwn-3.0:00013662-s;wnja-1.9.0:00013662-a	capable of being treated as fact
i62	1		pwn-3.0:00013887-a	pwn-3.0:00013887-a;omw-bg-1.4:00013887-a;wnja-1.9.0:00013887-a;wnb_id-2.0:00013887-a;wnb_zsm-2.0:00013887-a;wnkaw-0.9:00013887-a	present in great quantity
i63	1		pwn-3.0:00014358-s	pwn-3.0:00014358-s;wnja-1.9.0:00014358-a	existing in abundance
i64	1		pwn-3.0:00014490-s	pwn-3.0:00014490-s;wnja-1.9.0:00014490-a;wnb_id-2.0:00014490-a;wnb_zsm-2.0:00014490-a	affording an abundant supply
i65	1		pwn-3.0:00014858-s	pwn-3.0:00014858-s;wnja-1.9.0:00014858-a;wnb_id-2.0:00014858-a;wnb_zsm-2.0:00014858-a	large in number or quantity (especially of discourse)
i66	1		pwn-3.0:00015097-s	pwn-3.0:00015097-s;wnja-1.9.0:00015097-a	obtained with little effort or sacrifice, often obtained illegally
i67	1		pwn-3.0:00015247-s	pwn-3.0:00015247-s;wnja-1.9.0:00015247-a;wnb_id-2.0:00015247-a;wnb_zsm-2.0:00015247-a	produced or growing in extreme abundance
i68	1		pwn-3.0:00015480-s	pwn-3.0:00015480-s;wnja-1.9.0:00015480-a	abounding; having a lot of
i69	1		pwn-3.0:00015589-s	pwn-3.0:00015589-s;wnja-1.9.0:00015589-a	having or being more than normal or necessary:
i70	1		pwn-3.0:00015720-s	pwn-3.0:00015720-s;wnja-1.9.0:00015720-a;wnb_id-2.0:00015720-a	excessively abundant
i71	1		pwn-3.0:00015854-s	pwn-3.0:00015854-s;wnja-1.9.0:00015854-a;wnb_id-2.0:00015854-a;wnb_zsm-2.0:00015854-a	existing in great number or quantity
i72	1		pwn-3.0:00016005-s	pwn-3.0:00016005-s;wnja-1.9.0:00016005-a	(of a plant) having a lush and unchecked growth
i73	1		pwn-3.0:00016135-s	pwn-3.0:00016135-s;wnja-1.9.0:00016135-a;wnb_id-2.0:00016135-a;wnb_zsm-2.0:00016135-a	growing profusely
i74	1		pwn-3.0:00016247-s	pwn-3.0:00016247-s;wnja-1.9.0:00016247-a	most excessively abundant
i75	1		pwn-3.0:00016350-s	pwn-3.0:00016350-s;wnja-1.9.0:00016350-a;wnb_id-2.0:00016350-a;wnb_zsm-2.0:00016350-a	abundantly filled with especially living things
i76	1		pwn-3.0:00016532-s	pwn-3.0:00016532-s;wnja-1.9.0:00016532-a;wnb_zsm-2.0:00016532-a	pouring in abundance
i77	1		pwn-3.0:00016647-s	pwn-3.0:00016647-s;wnja-1.9.0:00016647-a;wnb_id-2.0:00016647-a;wnb_zsm-2.0:00016647-a	characterized by abundance of verdure
i78	1		pwn-3.0:00016756-a	pwn-3.0:00016756-a;wnja-1.9.0:00016756-a	deficient in quantity or number compared with the demand
i79	1		pwn-3.0:00017024-s	pwn-3.0:00017024-s;wnja-1.9.0:00017024-a;wnb_id-2.0:00017024-a;wnb_zsm-2.0:00017024-a	not widely distributed
i80	1		pwn-3.0:00017186-s	pwn-3.0:00017186-s;wnja-1.9.0:00017186-a;wnb_id-2.0:00017186-a;wnb_zsm-2.0:00017186-a	affected by scarcity and expensive to borrow
i81	1		pwn-3.0:00017352-a	pwn-3.0:00017352-a;wnja-1.9.0:00017352-a	subjected to cruel treatment
i82	1		pwn-3.0:00017509-s	pwn-3.0:00017509-s;wnja-1.9.0:00017509-a	exhibiting symptoms resulting from repeated physical and emotional injury
i83	1		pwn-3.0:00017688-a	pwn-3.0:00017688-a;wnja-1.9.0:00017688-a	not physically abused; treated properly
i84	1		pwn-3.0:00017782-a	pwn-3.0:00017782-a;omw-bg-1.4:00017782-a;wnja-1.9.0:00017782-a;wnb_id-2.0:00017782-a;wnb_zsm-2.0:00017782-a	worthy of acceptance or satisfactory
i85	1		pwn-3.0:00018069-s	pwn-3.0:00018069-s;wnja-1.9.0:00018069-a	acceptable to or at a bank
i86	1		pwn-3.0:00018222-s	pwn-3.0:00018222-s;wnja-1.9.0:00018222-a	completely acceptable; not open to exception or reproach
i87	1		pwn-3.0:00018435-s	pwn-3.0:00018435-s;wnja-1.9.0:00018435-a	not objectionable
i88	1		pwn-3.0:00018584-a	pwn-3.0:00018584-a;wnja-1.9.0:00018584-a	not acceptable; not welcome
i89	1		pwn-3.0:00018850-s	pwn-3.0:00018850-s;wnja-1.9.0:00018850-a	liable to objection or debate; used of something one might take exception to
i90	1		pwn-3.0:00019131-a	pwn-3.0:00019131-a;omw-bg-1.4:00019131-a;wnja-1.9.0:00019131-a	capable of being reached
i91	1		pwn-3.0:00019349-s	pwn-3.0:00019349-s;wnja-1.9.0:00019349-a	easily approached
i92	1		pwn-3.0:00019505-s	pwn-3.0:00019505-s;wnja-1.9.0:00019505-a	capable of being reached or attained
i93	1		pwn-3.0:00019731-s	pwn-3.0:00019731-s;wnja-1.9.0:00019731-a;wnb_id-2.0:00019731-a;wnb_zsm-2.0:00019731-a	easy to reach
i94	1		pwn-3.0:00019874-a	pwn-3.0:00019874-a;wnja-1.9.0:00019874-a	capable of being reached only with great difficulty or not at all
i95	1		pwn-3.0:00020103-s	pwn-3.0:00020103-s;wnja-1.9.0:00020103-a;wnb_id-2.0:00020103-a;wnb_zsm-2.0:00020103-a	inaccessible and sparsely populated
i96	1		pwn-3.0:00020241-s	pwn-3.0:00020241-s;wnja-1.9.0:00020241-a	lacking pathways
i97	1		pwn-3.0:00020410-s	pwn-3.0:00020410-s;wnja-1.9.0:00020410-a	inaccessibly located or situated
i98	1		pwn-3.0:00020647-s	pwn-3.0:00020647-s;wnja-1.9.0:00020647-a	difficult to reach or attain
i99	1		pwn-3.0:00020787-a	pwn-3.0:00020787-a;wnja-1.9.0:00020787-a	helpful in bringing about a harmonious adaptation
i100	1		pwn-3.0:00021110-s	pwn-3.0:00021110-s;wnja-1.9.0:00021110-a;wnb_id-2.0:00021110-a;wnb_zsm-2.0:00021110-a	showing a cheerful willingness to do favors for others
i101	1		pwn-3.0:00021403-a	pwn-3.0:00021403-a;wnja-1.9.0:00021403-a	not accommodating
i102	1		pwn-3.0:00021592-s	pwn-3.0:00021592-s;wnja-1.9.0:00021592-a	intentionally unaccommodating
i103	1		pwn-3.0:00021766-a	pwn-3.0:00021766-a;omw-bg-1.4:00021766-a;wnja-1.9.0:00021766-a;wnb_id-2.0:00021766-a;wnb_zsm-2.0:00021766-a	conforming exactly or almost exactly to fact or to a standard or performing with total accuracy
i104	1		pwn-3.0:00022219-s	pwn-3.0:00022219-s;wnja-1.9.0:00022219-a;wnb_id-2.0:00022219-a;wnb_zsm-2.0:00022219-a	marked by fidelity to an original
i105	1		pwn-3.0:00022437-s	pwn-3.0:00022437-s;wnja-1.9.0:00022437-a	accurate and to the point; ; - Peter S.Prescott
i106	1		pwn-3.0:00022680-s	pwn-3.0:00022680-s;wnja-1.9.0:00022680-a	characterized by minimal distortion in sound reproduction
i107	1		pwn-3.0:00022852-s	pwn-3.0:00022852-s;wnja-1.9.0:00022852-a	performed with great precision
i108	1		pwn-3.0:00022962-s	pwn-3.0:00022962-s;wnja-1.9.0:00022962-a;wnb_id-2.0:00022962-a;wnb_zsm-2.0:00022962-a	in keeping with the facts
i109	1		pwn-3.0:00023120-s	pwn-3.0:00023120-s;wnja-1.9.0:00023120-a	accurately placed or thrown
i110	1		pwn-3.0:00023278-s	pwn-3.0:00023278-s;wnja-1.9.0:00023278-a	precisely accurate
i111	1		pwn-3.0:00023383-a	pwn-3.0:00023383-a;wnja-1.9.0:00023383-a	not exact
i112	1		pwn-3.0:00023655-s	pwn-3.0:00023655-s;wnja-1.9.0:00023655-a	(of a baseball pitch) on the far side of home plate from the batter
i113	1		pwn-3.0:00023854-s	pwn-3.0:00023854-s;wnja-1.9.0:00023854-a;wnb_id-2.0:00023854-a;wnb_zsm-2.0:00023854-a	characterized by errors; not agreeing with a model or not following established rules; ; ; the wrong side of the road"
i114	1		pwn-3.0:00024139-s	pwn-3.0:00024139-s;wnja-1.9.0:00024139-a	not trustworthy
i115	1		pwn-3.0:00024241-s	pwn-3.0:00024241-s;wnja-1.9.0:00024241-a	not on target
i116	1		pwn-3.0:00024417-a	pwn-3.0:00024417-a;omw-arb-1.4:00024417-a;wnja-1.9.0:00024417-a	(often followed by `to') in the habit of or adapted to
i117	1		pwn-3.0:00024619-s	pwn-3.0:00024619-s;wnja-1.9.0:00024619-a	in the habit; ; ; - Henry David Thoreau
i118	1		pwn-3.0:00024834-a	pwn-3.0:00024834-a;wnja-1.9.0:00024834-a	not habituated to; unfamiliar with
i119	1		pwn-3.0:00024996-s	pwn-3.0:00024996-s;omw-bg-1.4:00024996-a;wnja-1.9.0:00024996-a;wnb_id-2.0:00024996-a;wnb_zsm-2.0:00024996-a	unfamiliar
i120	1		pwn-3.0:00025138-s	pwn-3.0:00025138-s;wnja-1.9.0:00025138-a	infrequently exposed to
i121	1		pwn-3.0:00025238-a	pwn-3.0:00025238-a;omw-arb-1.4:00025238-a;wnja-1.9.0:00025238-a;wnb_zsm-2.0:00025238-a	being or containing an acid; of a solution having an excess of hydrogen atoms (having a pH of less than 7)
i122	1		pwn-3.0:00025470-s	pwn-3.0:00025470-s;wnja-1.9.0:00025470-a;wnb_id-2.0:00025470-a;wnb_zsm-2.0:00025470-a	having the characteristics of an acid
i123	1		pwn-3.0:00025633-s	pwn-3.0:00025633-s;wnja-1.9.0:00025633-a	yielding an acid in aqueous solution
i124	1		pwn-3.0:00025728-a	pwn-3.0:00025728-a;omw-arb-1.4:00025728-a;wnja-1.9.0:00025728-a;wnb_id-2.0:00025728-a;wnb_zsm-2.0:00025728-a	relating to or containing an alkali; having a pH greater than 7
i125	1		pwn-3.0:00026051-s	pwn-3.0:00026051-s;wnja-1.9.0:00026051-a	tending to become alkaline; slightly alkaline
i126	1		pwn-3.0:00026168-s	pwn-3.0:00026168-s;wnja-1.9.0:00026168-a;wnb_id-2.0:00026168-a;wnb_zsm-2.0:00026168-a	of or denoting or of the nature of or containing a base
i127	1		pwn-3.0:00026294-s	pwn-3.0:00026294-s;wnja-1.9.0:00026294-a	yielding a base in aqueous solution
i128	1		pwn-3.0:00026388-s	pwn-3.0:00026388-s;wnja-1.9.0:00026388-a	resembling a compound formed by replacing hydrogen in an acid by a metal
i129	1		pwn-3.0:00026515-a	pwn-3.0:00026515-a;wnja-1.9.0:00026515-a	having characteristics of both an acid and a base and capable of reacting as either
i130	1		pwn-3.0:00026706-a	pwn-3.0:00026706-a;wnja-1.9.0:00026706-a	thriving in a relatively acidic environment (especially of plants requiring a pH well below 7)
i131	1		pwn-3.0:00026895-s	pwn-3.0:00026895-s;wnja-1.9.0:00026895-a	especially of some bacteria; growing well in an acid medium
i132	1		pwn-3.0:00027074-a	pwn-3.0:00027074-a;wnja-1.9.0:00027074-a;wnb_id-2.0:00027074-a	thriving in a relatively alkaline environment; (especially of plants requiring a pH above 7)
i133	1		pwn-3.0:00027247-a	pwn-3.0:00027247-a;wnja-1.9.0:00027247-a	recognized or made known or admitted
i134	1		pwn-3.0:00027599-s	pwn-3.0:00027599-s;wnja-1.9.0:00027599-a	generally approved or compelling recognition
i135	1		pwn-3.0:00027833-s	pwn-3.0:00027833-s;wnja-1.9.0:00027833-a	owned up to
i136	1		pwn-3.0:00028008-s	pwn-3.0:00028008-s;wnja-1.9.0:00028008-a	accepted as real or true without proof
i137	1		pwn-3.0:00028181-s	pwn-3.0:00028181-s;wnja-1.9.0:00028181-a	that must be declared
i138	1		pwn-3.0:00028280-s	pwn-3.0:00028280-s;omw-arb-1.4:00028280-a;wnja-1.9.0:00028280-a;wnb_zsm-2.0:00028280-a	acknowledged as a supposition
i139	1		pwn-3.0:00028471-s	pwn-3.0:00028471-s;wnja-1.9.0:00028471-a	purported; commonly put forth or accepted as true on inconclusive grounds
i140	1		pwn-3.0:00028672-a	pwn-3.0:00028672-a;wnja-1.9.0:00028672-a;wnb_id-2.0:00028672-a	not recognized or admitted
i141	1		pwn-3.0:00028867-s	pwn-3.0:00028867-s;wnja-1.9.0:00028867-a	having value that is not acknowledged
i142	1		pwn-3.0:00028984-s	pwn-3.0:00028984-s;wnja-1.9.0:00028984-a;wnb_id-2.0:00028984-a;wnb_zsm-2.0:00028984-a	not openly made known
i143	1		pwn-3.0:00029108-s	pwn-3.0:00029108-s;wnja-1.9.0:00029108-a	not admitted
i144	1		pwn-3.0:00029216-s	pwn-3.0:00029216-s;wnja-1.9.0:00029216-a	not recognized
i145	1		pwn-3.0:00029343-a	pwn-3.0:00029343-a;wnja-1.9.0:00029343-a	eager to acquire and possess things especially material possessions or ideas
i146	1		pwn-3.0:00029769-s	pwn-3.0:00029769-s;wnja-1.9.0:00029769-a	marked by acquiring or amassing
i147	1		pwn-3.0:00029933-s	pwn-3.0:00029933-s;wnja-1.9.0:00029933-a;wnb_id-2.0:00029933-a;wnb_zsm-2.0:00029933-a	immoderately desirous of acquiring e.g. wealth
i148	1		pwn-3.0:00030508-s	pwn-3.0:00030508-s;wnja-1.9.0:00030508-a;wnb_id-2.0:00030508-a;wnb_zsm-2.0:00030508-a	desirous of owning
i149	1		pwn-3.0:00030701-s	pwn-3.0:00030701-s;wnja-1.9.0:00030701-a	given to taking by force what is desired
i150	1		pwn-3.0:00030798-s	pwn-3.0:00030798-s;wnja-1.9.0:00030798-a	living by or given to victimizing others for personal gain; ; - Peter S. Prescott; - W.E.Swinton
i151	1		pwn-3.0:00031138-s	pwn-3.0:00031138-s;wnja-1.9.0:00031138-a;wnb_id-2.0:00031138-a;wnb_zsm-2.0:00031138-a	excessively greedy and grasping
i152	1		pwn-3.0:00031384-s	pwn-3.0:00031384-s;wnja-1.9.0:00031384-a	meanly avaricious and mercenary
i153	1		pwn-3.0:00031533-a	pwn-3.0:00031533-a;wnja-1.9.0:00031533-a	not acquisitive; not interested in acquiring or owning anything
i154	1		pwn-3.0:00031674-a	pwn-3.0:00031674-a;wnja-1.9.0:00031674-a	of leaves or flowers; developing or opening in succession from base to apex
i155	1		pwn-3.0:00031824-a	pwn-3.0:00031824-a;wnja-1.9.0:00031824-a	of leaves or flowers; developing or opening in succession from apex to base
i156	1		pwn-3.0:00031974-a	pwn-3.0:00031974-a;omw-arb-1.4:00031974-a;omw-bg-1.4:00031974-a;wnja-1.9.0:00031974-a;wnb_id-2.0:00031974-a;wnb_zsm-2.0:00031974-a	characterized by energetic activity
i157	1		pwn-3.0:00032358-s	pwn-3.0:00032358-s;wnja-1.9.0:00032358-a	on the move
i158	1		pwn-3.0:00032497-s	pwn-3.0:00032497-s;wnja-1.9.0:00032497-a;wnb_id-2.0:00032497-a;wnb_zsm-2.0:00032497-a	vigorously active
i159	1		pwn-3.0:00032733-s	pwn-3.0:00032733-s;omw-bg-1.4:00032733-a;wnja-1.9.0:00032733-a;wnb_id-2.0:00032733-a;wnb_zsm-2.0:00032733-a;wnkaw-0.9:00032733-a	moving quickly and lightly
i160	1		pwn-3.0:00033077-s	pwn-3.0:00033077-s;wnja-1.9.0:00033077-a	marked by excited activity
i161	1		pwn-3.0:00033206-s	pwn-3.0:00033206-s;wnja-1.9.0:00033206-a;wnb_id-2.0:00033206-a;wnb_zsm-2.0:00033206-a	more active than normal
i162	1		pwn-3.0:00033359-s	pwn-3.0:00033359-s;wnja-1.9.0:00033359-a	(of a person) very busy and active
i163	1		pwn-3.0:00033475-s	pwn-3.0:00033475-s;wnja-1.9.0:00033475-a	appropriate for sport or engagement in a sport
i164	1		pwn-3.0:00033574-a	pwn-3.0:00033574-a;wnja-1.9.0:00033574-a	not active physically or mentally
i165	1		pwn-3.0:00033886-s	pwn-3.0:00033886-s;wnja-1.9.0:00033886-a	restricted to working in an office rather than in an active physical capacity
i166	1		pwn-3.0:00034032-s	pwn-3.0:00034032-s;wnja-1.9.0:00034032-a	inactive but capable of becoming active
i167	1		pwn-3.0:00034232-s	pwn-3.0:00034232-s;wnja-1.9.0:00034232-a	abnormally inactive
i168	1		pwn-3.0:00034322-s	pwn-3.0:00034322-s;wnja-1.9.0:00034322-a;wnb_id-2.0:00034322-a;wnb_zsm-2.0:00034322-a	slow and apathetic
i169	1		pwn-3.0:00034572-s	pwn-3.0:00034572-s;wnja-1.9.0:00034572-a;wnb_id-2.0:00034572-a;wnb_zsm-2.0:00034572-a	requiring sitting or little activity
i170	1		pwn-3.0:00034710-a	pwn-3.0:00034710-a;wnja-1.9.0:00034710-a	engaged in full-time work
i171	1		pwn-3.0:00034924-s	pwn-3.0:00034924-s;wnja-1.9.0:00034924-a	(military) set up and placed on active assignment
i172	1		pwn-3.0:00035074-a	pwn-3.0:00035074-a;wnja-1.9.0:00035074-a	not engaged in full-time work
i173	1		pwn-3.0:00035254-s	pwn-3.0:00035254-s;wnja-1.9.0:00035254-a	not performing or scheduled for duties
i174	1		pwn-3.0:00035368-s	pwn-3.0:00035368-s;omw-bg-1.4:00035368-a;wnja-1.9.0:00035368-a;wnb_id-2.0:00035368-a;wnb_zsm-2.0:00035368-a	no longer active in your work or profession
i175	1		pwn-3.0:00035465-a	pwn-3.0:00035465-a;wnja-1.9.0:00035465-a;wnb_id-2.0:00035465-a;wnb_zsm-2.0:00035465-a	full of activity or engaged in continuous activity
i176	1		pwn-3.0:00035779-s	pwn-3.0:00035779-s;wnja-1.9.0:00035779-a;wnb_id-2.0:00035779-a;wnb_zsm-2.0:00035779-a	very active
i177	1		pwn-3.0:00035868-s	pwn-3.0:00035868-s;wnja-1.9.0:00035868-a;wnb_id-2.0:00035868-a;wnb_zsm-2.0:00035868-a	full of energetic and noisy activity
i178	1		pwn-3.0:00035978-s	pwn-3.0:00035978-s;wnja-1.9.0:00035978-a;wnb_id-2.0:00035978-a;wnb_zsm-2.0:00035978-a	crowded with or characterized by much activity
i179	1		pwn-3.0:00036163-s	pwn-3.0:00036163-s;wnja-1.9.0:00036163-a	in full operation
i180	1		pwn-3.0:00036254-s	pwn-3.0:00036254-s;wnja-1.9.0:00036254-a;wnb_id-2.0:00036254-a;wnb_zsm-2.0:00036254-a	ready for business
i181	1		pwn-3.0:00036346-s	pwn-3.0:00036346-s;wnja-1.9.0:00036346-a	(of movements) light and confidently active
